rec_yds_per_g,gs,rec_yds_per_rec,g,rec_long,rec_td,age,year,catch_pct,pos,rec_yds_per_tgt,fumbles,player,team,rec,rec_yds,rec_per_g,targets
15.4,15,5.4,15,30,1,26,2007,87.8%,RB,4.7,4,Willis McGahee,BAL,43,231,2.9,49
31.7,10,10.6,14,55,5,30,2007,60.0%,TE,6.3,0,Alge Crumpler,ATL,42,444,3.0,70
24.3,15,8.9,15,73,3,24,2007,85.4%,RB,7.6,0,Joseph Addai,IND,41,364,2.7,48
27.3,15,10.0,15,22,3,28,2007,67.2%,TE,6.7,1,Chris Baker,NYJ,41,409,2.7,61
38.9,16,15.2,16,45,3,24,2007,51.3%,WR,7.8,0,Vincent Jackson,SDG,41,623,2.6,80
27.1,0,10.2,15,43,0,22,2007,72.7%,,7.4,2,Maurice Jones-Drew,JAX,40,407,2.7,55
35.6,16,14.3,16,44,3,34,2007,49.4%,WR,7.0,0,Muhsin Muhammad,CHI,40,570,2.5,81
48.8,9,15.9,13,58,5,31,2007,56.3%,WR,8.9,0,Brandon Stokley,DEN,40,635,3.1,71
55.6,7,10.0,7,43,1,26,2007,84.8%,rb,8.5,0,Ronnie Brown,MIA,39,389,5.6,46
26.8,15,11.0,16,29,3,28,2007,58.2%,TE,6.4,0,Randy McMichael,STL,39,429,2.4,67
27.9,4,10.0,14,31,2,22,2007,59.1%,te,5.9,0,Greg Olsen,CHI,39,391,2.8,66
19.6,4,8.0,16,46,0,25,2007,75.0%,fb,6.0,0,Leonard Weaver,SEA,39,313,2.4,52
32.3,7,13.6,16,49,4,26,2007,50.7%,wr,6.9,0,Drew Carter,CAR,38,517,2.4,75
22.6,12,7.1,12,37,1,24,2007,73.1%,RB,5.2,5,Steven Jackson,STL,38,271,3.2,52
41.9,6,16.6,15,80,10,24,2007,63.3%,wr,10.5,3,Reggie Williams,JAX,38,629,2.5,60
14.9,15,6.4,16,35,0,32,2007,62.7%,RB,4.0,2,Warrick Dunn,ATL,37,238,2.3,59
44.3,9,15.6,13,57,3,23,2007,72.5%,WR,11.3,0,Anthony Gonzalez,IND,37,576,2.8,51
24.4,16,10.6,16,25,2,23,2007,64.9%,TE,6.9,0,Marcedes Lewis,JAX,37,391,2.3,57
29.1,6,11.8,15,74,1,22,2007,50.0%,wr,5.9,1,Laurent Robinson,ATL,37,437,2.5,74
28.1,7,12.5,16,56,5,27,2007,72.0%,wr,9.0,0,Jabar Gaffney,NWE,36,449,2.3,50
13.2,6,5.9,16,26,0,32,2007,83.7%,fb/rb,4.9,1,Aaron Stecker,NOR,36,211,2.3,43
13.3,4,5.9,16,18,0,25,2007,70.6%,rb,4.2,4,Leon Washington,NYJ,36,213,2.3,51
32.4,8,10.8,12,35,6,27,2007,73.5%,TE,7.9,1,Ben Watson,NWE,36,389,3.0,49
22.0,3,10.1,16,47,1,25,2007,60.3%,wr,6.1,1,Roscoe Parrish,BUF,35,352,2.2,58
15.4,8,6.6,15,24,0,24,2007,81.4%,RB,5.4,2,Selvin Young,DEN,35,231,2.3,43
26.3,9,12.4,16,54,2,22,2007,47.9%,WR,5.9,3,Ted Ginn,MIA,34,420,2.1,71
20.2,15,8.9,15,28,2,28,2007,66.7%,TE,5.9,0,David Martin,MIA,34,303,2.3,51
16.4,9,7.2,15,13,1,25,2007,65.4%,TE,4.7,1,Quinn Sypniewski,BAL,34,246,2.3,52
26.8,1,11.4,14,24,3,29,2007,45.2%,wr,5.1,1,Drew Bennett,STL,33,375,2.4,73
41.6,8,17.7,14,53,3,28,2007,52.4%,WR,9.3,1,Andre' Davis,HOU,33,583,2.4,63
27.7,8,10.4,12,43,0,25,2007,46.4%,WR,4.8,1,Keary Colbert,CAR,32,332,2.7,69
26.1,8,12.2,15,71,1,28,2007,52.5%,WR,6.4,0,Robert Ferguson,MIN,32,391,2.1,61
64.0,6,12.0,6,59,3,26,2007,68.1%,wr,8.2,0,D.J. Hackett,SEA,32,384,5.3,47
15.2,10,6.2,13,16,0,25,2007,72.7%,RB,4.5,2,Kevin Jones,DET,32,197,2.5,44
18.9,4,9.4,16,22,2,24,2007,64.0%,wr,6.0,2,Lance Moore,NOR,32,302,2.0,50
21.4,8,10.7,16,46,0,34,2007,61.5%,WR,6.6,0,Eric Moulds,TEN,32,342,2.0,52
27.5,14,12.0,14,33,3,25,2007,60.4%,TE,7.3,0,Alex Smith,TAM,32,385,2.3,53
20.3,9,10.2,16,29,2,24,2007,47.8%,WR,4.9,1,Brad Smith,NYJ,32,325,2.0,67
30.5,4,12.8,13,60,4,21,2007,58.5%,wr,7.5,0,Sidney Rice,MIN,31,396,2.4,53
26.0,13,11.7,14,30,1,26,2007,83.8%,RB,9.8,2,Ben Utecht,IND,31,364,2.2,37
9.7,7,4.8,15,21,0,25,2007,81.1%,rb,3.9,1,Ryan Grant,GNB,30,145,2.0,37
23.3,8,6.2,8,30,1,28,2007,73.2%,RB,4.5,1,Larry Johnson,KAN,30,186,3.8,41
11.4,7,6.1,16,16,0,23,2007,76.9%,fb/rb,4.7,0,Brian Leonard,STL,30,183,1.9,39
16.5,15,8.3,15,34,2,28,2007,76.9%,RB,6.4,4,Jamal Lewis,CLE,30,248,2.0,39
15.3,0,6.6,13,18,0,27,2007,76.9%,,5.1,1,Vernand Morency,GNB,30,199,2.3,39
15.1,0,8.3,16,32,1,24,2007,74.4%,,6.2,0,J.J. Arrington,ARI,29,241,1.8,39
23.3,1,12.9,16,22,2,23,2007,49.2%,wr,6.3,0,Derek Hagan,MIA,29,373,1.8,59
14.3,10,7.9,16,35,2,28,2007,61.7%,TE/wr,4.9,0,Justin Peelle,MIA,29,228,1.8,47
20.1,8,9.7,14,50,0,28,2007,67.4%,RB,6.5,5,Chester Taylor,MIN,29,281,2.1,43
28.1,4,15.5,16,40,5,24,2007,52.7%,fl/wr,8.2,0,Nate Washington,PIT,29,450,1.8,55
33.9,1,8.5,7,22,0,23,2007,77.8%,rb,6.6,0,Lorenzo Booker,MIA,28,237,4.0,36
13.6,14,7.8,16,25,1,29,2007,82.4%,RB,6.4,2,Thomas Jones,NYJ,28,217,1.8,34
20.6,7,8.8,12,27,0,29,2007,82.4%,rb,7.3,0,LaMont Jordan,OAK,28,247,2.3,34
18.5,2,9.9,15,46,0,24,2007,71.8%,rb,7.1,0,Jerious Norwood,ATL,28,277,1.9,39
19.5,10,9.8,14,22,2,35,2007,80.0%,TE,7.8,0,Marcus Pollard,SEA,28,273,2.0,35
19.6,2,11.2,16,32,1,25,2007,49.1%,wr,5.5,2,Jeff Webb,KAN,28,313,1.8,57
11.5,6,6.0,14,22,0,28,2007,73.0%,rb,4.4,1,Jesse Chatman,MIA,27,161,1.9,37
20.3,12,9.0,12,26,1,35,2007,51.9%,WR,4.7,0,Joe Horn,ATL,27,243,2.3,52
20.5,6,12.1,16,57,2,30,2007,71.1%,te,8.6,0,Billy Miller,NOR,27,328,1.7,38
20.2,15,12.0,16,79,1,27,2007,62.8%,TE,7.5,1,Visanthe Shiancoe,MIN,27,323,1.7,43
12.0,1,7.1,16,29,0,25,2007,79.4%,rb,5.6,1,Musa Smith,BAL,27,192,1.7,34
10.3,11,6.3,16,29,1,27,2007,72.2%,FB,4.6,0,Justin Griffith,OAK,26,165,1.6,36
19.1,3,7.3,10,16,0,32,2007,66.7%,fb/rb,4.9,1,Michael Pittman,TAM,26,191,2.6,39
35.9,5,11.0,8,24,0,29,2007,52.0%,wr,5.7,0,Javon Walker,DEN,26,287,3.3,50
22.4,5,6.9,8,17,1,27,2007,65.0%,rb,4.5,2,Derrick Ward,NYG,26,179,3.3,40
11.4,16,7.3,16,23,1,27,2007,69.4%,RB,5.1,7,DeShaun Foster,CAR,25,182,1.6,36
14.3,14,8.6,15,20,2,27,2007,71.4%,fb/rb/TE,6.1,0,Michael Gaines,BUF,25,215,1.7,35
6.8,12,4.3,16,15,2,26,2007,75.8%,FB,3.3,2,Vonta Leach,HOU,25,108,1.6,33
15.5,15,9.9,16,28,3,28,2007,65.8%,fb/rb/TE,6.5,2,Robert Royal,BUF,25,248,1.6,38
16.4,15,10.3,15,28,2,29,2007,72.7%,TE,7.5,0,Daniel Graham,DEN,24,246,1.6,33
12.8,16,8.5,16,26,0,29,2007,61.5%,RB,5.2,5,Edgerrin James,ARI,24,204,1.5,39
26.4,0,13.2,12,48,4,24,2007,48.0%,,6.3,0,Matt Jones,JAX,24,317,2.0,50
19.9,7,12.4,15,24,2,26,2007,58.5%,wr,7.3,1,Samie Parker,KAN,24,298,1.6,41
11.3,12,7.5,16,31,1,26,2007,48.0%,FB,3.6,2,Kris Wilson,KAN,24,180,1.5,50
14.6,1,9.7,16,23,0,25,2007,64.9%,rb,6.3,1,Jason Wright,CLE,24,233,1.5,37
17.8,5,11.6,15,31,2,24,2007,69.7%,fb/wr,8.1,0,Jason Avant,PHI,23,267,1.5,33
13.4,7,8.2,14,17,0,27,2007,71.9%,rb,5.9,3,Justin Fargas,OAK,23,188,1.6,32
39.8,6,10.4,6,37,1,27,2007,67.6%,te,7.0,0,Todd Heap,BAL,23,239,3.8,34
15.8,9,7.6,11,34,2,25,2007,60.5%,RB,4.6,5,Brandon Jacobs,NYG,23,174,2.1,38
12.7,16,8.8,16,24,0,26,2007,88.5%,RB,7.8,0,Julius Jones,DAL,23,203,1.4,26
15.2,6,9.3,14,34,1,28,2007,71.9%,rb,6.7,1,Maurice Morris,SEA,23,213,1.6,32
10.9,15,7.1,15,22,0,27,2007,74.2%,RB,5.3,4,Willie Parker,PIT,23,164,1.5,31
18.3,11,10.3,13,31,5,24,2007,67.6%,TE,7.0,1,Leonard Pope,ARI,23,238,1.8,34
10.9,0,7.6,16,30,1,24,2007,60.5%,,4.6,1,DeAngelo Williams,CAR,23,175,1.4,38
21.5,4,13.7,14,39,0,25,2007,55.0%,wr,7.5,1,Michael Clayton,TAM,22,301,1.6,40
23.8,1,8.6,8,54,0,26,2007,73.3%,rb,6.3,0,Fred Jackson,BUF,22,190,2.8,30
25.6,1,11.6,10,32,1,37,2007,71.0%,wr,8.3,0,Keenan McCardell,WAS,22,256,2.2,31
9.3,6,6.7,16,17,0,23,2007,73.3%,,4.9,0,Kolby Smith,KAN,22,148,1.4,30
23.6,9,10.7,10,26,1,27,2007,51.2%,TE,5.5,1,L.J. Smith,PHI,22,236,2.2,43
32.9,2,15.0,10,42,2,27,2007,57.9%,wr,8.7,0,Jerheme Urban,ARI,22,329,2.2,38
10.9,0,8.3,16,28,1,28,2007,65.6%,,5.4,1,Ladell Betts,WAS,21,174,1.3,32
42.9,2,16.3,8,52,2,24,2007,55.3%,wr,9.0,0,Chris Henry,CIN,21,343,2.6,38
27.6,2,11.8,9,35,2,25,2007,61.8%,wr,7.3,1,Brandon Jones,TEN,21,248,2.3,34
17.3,2,10.7,13,20,0,24,2007,56.8%,wr,6.1,1,Sinorice Moss,NYG,21,225,1.6,37
26.8,1,11.5,9,43,1,27,2007,61.8%,wr,7.1,0,Koren Robinson,GNB,21,241,2.3,34
10.9,10,8.3,16,26,1,23,2007,50.0%,TE,4.1,0,Delanie Walker,SFO,21,174,1.3,42
