year,player,team,age,pos,g,gs,targets,rec,catch_pct,rec_yds,rec_yds_per_rec,rec_td,rec_long,rec_yds_per_tgt,rec_per_g,rec_yds_per_g,fumbles
2018,A.J. Derby,MIA,27,,4,0,5,3,60.0%,48,16.0,1,19,9.6,0.8,12.0,0
2018,Patrick DiMarco,BUF,29,fb,16,5,4,3,75.0%,62,20.7,0,38,15.5,0.2,3.9,0
2018,Tyler Ervin,HOU,25,,9,0,3,3,100.0%,35,11.7,0,19,11.7,0.3,3.9,1
2018,Keith Ford,BUF,24,rb,2,1,5,3,60.0%,21,7.0,0,8,4.2,1.5,10.5,0
2018,Rico Gathers,DAL,24,te,15,4,7,3,42.9%,45,15.0,0,32,6.4,0.2,3.0,0
2018,Taysom Hill,NOR,28,te/wr,16,4,7,3,42.9%,4,1.3,0,5,0.6,0.2,0.3,1
2018,Justin Hunter,PIT,27,,5,0,13,3,23.1%,21,7.0,0,12,1.6,0.6,4.2,0
2018,Matt Lengel,CIN,28,te,11,2,8,3,37.5%,17,5.7,1,9,2.1,0.3,1.5,0
2018,Marcedes Lewis,GNB,34,te,16,4,4,3,75.0%,39,13.0,0,30,9.8,0.2,2.4,0
2018,Tommylee Lewis,NOR,26,wr,7,3,3,3,100.0%,60,20.0,1,28,20.0,0.4,8.6,1
2018,Ricky Ortiz,ATL,24,FB,12,9,4,3,75.0%,11,3.7,0,7,2.8,0.3,0.9,0
2018,Samaje Perine,WAS,23,,5,0,4,3,75.0%,5,1.7,0,8,1.3,0.6,1.0,0
2018,John Phillips,ARI,31,te,8,4,3,3,100.0%,38,12.7,0,24,12.7,0.4,4.8,0
2018,C.J. Prosise,SEA,24,,5,0,3,3,100.0%,22,7.3,0,8,7.3,0.6,4.4,0
2018,Brian Quick,WAS,29,wr,6,3,3,3,100.0%,18,6.0,0,6,6.0,0.5,3.0,0
2018,Stevan Ridley,PIT,29,,10,0,4,3,75.0%,18,6.0,0,10,4.5,0.3,1.8,2
2018,De'Anthony Thomas,KAN,25,,5,0,5,3,60.0%,29,9.7,1,15,5.8,0.6,5.8,1
2018,Jalen Tolliver,ARI,23,wr,3,1,6,3,50.0%,37,12.3,0,15,6.2,1.0,12.3,0
2018,Darrel Williams,KAN,23,,6,0,3,3,100.0%,27,9.0,1,11,9.0,0.5,4.5,0
2018,Derrick Willies,CLE,24,,5,0,5,3,60.0%,61,20.3,0,39,12.2,0.6,12.2,1
2018,Shaun Wilson,TAM,23,,5,0,5,3,60.0%,5,1.7,0,5,1.0,0.6,1.0,0
2018,Mike Boone,MIN,23,,8,0,3,2,66.7%,1,0.5,0,1,0.3,0.3,0.1,0
2018,Leonte Carroo,MIA,24,,9,0,4,2,50.0%,94,47.0,1,74,23.5,0.2,10.4,0
2018,Jamaal Charles,JAX,32,,2,0,3,2,66.7%,7,3.5,0,5,2.3,1.0,3.5,0
2018,Derrick Coleman,ARI,28,fb,16,4,3,2,66.7%,17,8.5,0,12,5.7,0.1,1.1,0
2018,Alan Cross,TAM,25,te,14,3,5,2,40.0%,9,4.5,0,6,1.8,0.1,0.6,0
2018,Ross Dwelley,SFO,23,,11,0,2,2,100.0%,14,7.0,0,8,7.0,0.2,1.3,0
2018,Gus Edwards,BAL,23,rb,11,6,2,2,100.0%,20,10.0,0,13,10.0,0.2,1.8,0
2018,D'Onta Foreman,HOU,22,,1,0,2,2,100.0%,28,14.0,1,20,14.0,2.0,28.0,1
2018,Jordan Franks,CIN,22,,6,0,3,2,66.7%,37,18.5,0,32,12.3,0.3,6.2,0
2018,KhaDarel Hodge,LAR,23,,14,0,3,2,66.7%,17,8.5,0,14,5.7,0.1,1.2,0
2018,John Kelly,LAR,22,,4,0,3,2,66.7%,27,13.5,0,18,9.0,0.5,6.8,0
2018,Jeremy Kerley,BUF,30,wr,1,1,4,2,50.0%,7,3.5,0,4,1.8,2.0,7.0,0
2018,Tre Madden,SEA,25,fb,14,3,3,2,66.7%,35,17.5,0,28,11.7,0.1,2.5,0
2018,Chris Manhertz,CAR,26,te,16,4,5,2,40.0%,52,26.0,1,50,10.4,0.1,3.3,0
2018,J'Mon Moore,GNB,23,,12,0,3,2,66.7%,15,7.5,0,10,5.0,0.2,1.3,1
2018,Detrez Newsome,LAC,24,,9,0,2,2,100.0%,19,9.5,0,11,9.5,0.2,2.1,0
2018,Jamize Olawale,DAL,29,fb/rb/wr,16,4,4,2,50.0%,13,6.5,0,10,3.3,0.1,0.8,0
2018,Charone Peake,NYJ,26,,13,0,3,2,66.7%,25,12.5,0,14,8.3,0.2,1.9,0
2018,Dion Sims,CHI,27,te,8,4,4,2,50.0%,9,4.5,0,9,2.3,0.3,1.1,0
2018,Roc Thomas,MIN,23,,5,0,4,2,50.0%,21,10.5,0,15,5.3,0.4,4.2,0
2018,De'Lance Turner,BAL,23,,4,0,2,2,100.0%,17,8.5,0,10,8.5,0.5,4.3,0
2018,Malik Turner,SEA,22,,6,0,3,2,66.7%,20,10.0,0,19,6.7,0.3,3.3,0
2018,Hakeem Valles,DET,26,,3,0,3,2,66.7%,11,5.5,0,6,3.7,0.7,3.7,0
2018,Joe Webb,HOU,32,,16,0,3,2,66.7%,13,6.5,0,7,4.3,0.1,0.8,0
2018,Charcandrick West,KAN,27,,3,0,3,2,66.7%,37,18.5,1,25,12.3,0.7,12.3,0
2018,Nick Williams,2TM,28,,4,0,5,2,40.0%,17,8.5,0,11,3.4,0.5,4.3,0
2018,Terrance Williams,DAL,29,wr,3,2,3,2,66.7%,18,9.0,0,12,6.0,0.7,6.0,0
2018,Alex Armah,CAR,24,fb/wr,16,2,1,1,100.0%,5,5.0,0,5,5.0,0.1,0.3,0
2018,Kenjon Barner,2TM,28,,9,0,1,1,100.0%,3,3.0,0,3,3.0,0.1,0.3,1
2018,Victor Bolden,2TM,23,,6,0,4,1,25.0%,10,10.0,0,10,2.5,0.2,1.7,0
2018,Tom Brady,NWE,41,QB,16,16,1,1,100.0%,6,6.0,0,6,6.0,0.1,0.4,4
2018,Drew Brees,NOR,39,QB,15,15,1,1,100.0%,1,1.0,0,1,1.0,0.1,0.1,5
2018,Michael Burton,CHI,26,fb,8,1,1,1,100.0%,6,6.0,0,6,6.0,0.1,0.8,0
2018,Damiere Byrd,CAR,25,,8,0,2,1,50.0%,8,8.0,0,8,4.0,0.1,1.0,0
2018,Travaris Cadet,CAR,29,,1,0,1,1,100.0%,5,5.0,0,5,5.0,1.0,5.0,0
2018,Derek Carr,OAK,27,QB,16,16,1,1,100.0%,-9,-9.0,0,-9,-9.0,0.1,-0.6,12
2018,Jehu Chesson,WAS,25,,12,0,2,1,50.0%,7,7.0,0,7,3.5,0.1,0.6,0
2018,Sammie Coates,HOU,25,,12,0,2,1,50.0%,12,12.0,0,12,6.0,0.1,1.0,0
2018,Kirk Cousins,MIN,30,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,9
2018,River Cracraft,DEN,24,,8,0,2,1,50.0%,44,44.0,0,44,22.0,0.1,5.5,1
2018,Dane Cruikshank,TEN,23,,12,0,1,1,100.0%,66,66.0,1,66,66.0,0.1,5.5,0
2018,Sean Culkin,LAC,25,TE,13,10,1,1,100.0%,24,24.0,0,24,24.0,0.1,1.8,0
2018,Benny Cunningham,CHI,28,,15,0,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.6,0
2018,Chase Daniel,CHI,32,qb,5,2,1,1,100.0%,8,8.0,0,8,8.0,0.2,1.6,4
2018,Dion Dawkins,BUF,24,T,16,16,1,1,100.0%,7,7.0,1,7,7.0,0.1,0.4,0
2018,Taylor Decker,DET,25,T,16,16,1,1,100.0%,11,11.0,1,11,11.0,0.1,0.7,0
2018,Gehrig Dieter,KAN,25,,4,0,3,1,33.3%,22,22.0,0,22,7.3,0.3,5.5,0
2018,George Fant,SEA,26,t/te,16,7,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,0
2018,Matt Flanagan,WAS,23,wr,3,1,1,1,100.0%,14,14.0,0,14,14.0,0.3,4.7,0
2018,Nick Foles,PHI,29,qb,5,5,1,1,100.0%,10,10.0,0,15,10.0,0.2,2.0,4
2018,Shelton Gibson,PHI,23,,15,0,3,1,33.3%,48,48.0,0,48,16.0,0.1,3.2,0
2018,Mike Gillislee,NOR,28,,4,0,1,1,100.0%,9,9.0,0,9,9.0,0.3,2.3,1
2018,Justin Hardee,NOR,24,,16,0,1,1,100.0%,10,10.0,0,10,10.0,0.1,0.6,0
2018,Keon Hatcher,OAK,24,,3,0,2,1,50.0%,8,8.0,0,8,4.0,0.3,2.7,0
2018,Ryan Hewitt,IND,27,te/wr,12,2,2,1,50.0%,1,1.0,1,1,0.5,0.1,0.1,0
2018,Darrius Heyward-Bey,PIT,31,wr,14,2,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.6,0
2018,Brian Hill,ATL,23,,10,0,2,1,50.0%,9,9.0,0,9,4.5,0.1,0.9,1
2018,Jeremy Hill,NWE,26,,1,0,1,1,100.0%,6,6.0,0,6,6.0,1.0,6.0,0
2018,JJ Jones,2TM,26,,4,0,1,1,100.0%,3,3.0,0,3,3.0,0.3,0.8,2
2018,Ryan Kelly,IND,25,C,12,12,1,1,100.0%,-4,-4.0,0,-4,-4.0,0.1,-0.3,1
2018,Marcus Kemp,KAN,23,,16,0,2,1,50.0%,7,7.0,0,7,3.5,0.1,0.4,0
2018,Darvin Kidsy,WAS,23,,2,0,2,1,50.0%,8,8.0,0,8,4.0,0.5,4.0,0
2018,Allen Lazard,GNB,23,,1,0,1,1,100.0%,7,7.0,0,7,7.0,1.0,7.0,0
2018,Khari Lee,BUF,26,,2,0,1,1,100.0%,5,5.0,0,5,5.0,0.5,2.5,0
2018,Andrew Luck,IND,29,QB,16,16,2,1,50.0%,4,4.0,0,4,2.0,0.1,0.3,6
2018,Josh Malone,CIN,22,,9,0,5,1,20.0%,12,12.0,0,12,2.4,0.1,1.3,0
2018,Marcus Mariota,TEN,25,QB,14,13,1,1,100.0%,21,21.0,0,21,21.0,0.1,1.5,9
2018,Johnny Mundt,LAR,24,,10,0,1,1,100.0%,5,5.0,0,5,5.0,0.1,0.5,0
2018,Cam Phillips,BUF,23,,2,0,1,1,100.0%,9,9.0,0,9,9.0,0.5,4.5,0
2018,Spencer Pulley,NYG,25,C,13,9,1,1,100.0%,-2,-2.0,0,-2,-2.0,0.1,-0.2,0
2018,Richard Rodgers,PHI,26,,7,0,1,1,100.0%,7,7.0,0,7,7.0,0.1,1.0,0
2018,Ben Roethlisberger,PIT,36,QB,16,16,1,1,100.0%,-1,-1.0,0,-1,-1.0,0.1,-0.1,7
2018,Matt Ryan,ATL,33,QB,16,16,1,1,100.0%,5,5.0,1,5,5.0,0.1,0.3,10
2018,Matt Schaub,ATL,37,,3,0,1,1,100.0%,-7,-7.0,0,-7,-7.0,0.3,-2.3,1
2018,Sam Shields,LAR,31,cb/rcb,16,2,1,1,100.0%,12,12.0,0,12,12.0,0.1,0.8,0
2018,Bradley Sowell,CHI,29,fb,16,1,2,1,50.0%,2,2.0,1,2,1.0,0.1,0.1,0
2018,Joe Staley,SFO,34,T,16,16,1,1,100.0%,-5,-5.0,0,-5,-5.0,0.1,-0.3,0
2018,Tyrone Swoopes,SEA,24,te,1,1,1,1,100.0%,23,23.0,0,23,23.0,1.0,23.0,0
2018,Ryan Tannehill,MIA,30,QB,11,11,1,1,100.0%,3,3.0,1,3,3.0,0.1,0.3,5
2018,Robert Turbin,IND,29,,2,0,2,1,50.0%,3,3.0,0,3,1.5,0.5,1.5,1
2018,Alejandro Villanueva,PIT,30,T,16,16,1,1,100.0%,2,2.0,1,2,2.0,0.1,0.1,0
2018,Dan Vitale,GNB,25,,5,0,2,1,50.0%,2,2.0,0,2,1.0,0.2,0.4,0
2018,DeAndre Washington,OAK,25,,10,0,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.9,1
2018,Justin Watson,TAM,23,,12,0,3,1,33.3%,5,5.0,0,5,1.7,0.1,0.4,0
2018,Derek Watt,LAC,26,fb,16,5,1,1,100.0%,2,2.0,0,2,2.0,0.1,0.1,0
2018,Carson Wentz,PHI,26,QB,11,11,1,1,100.0%,4,4.0,0,4,4.0,0.1,0.4,9
2018,Tim White,BAL,24,,3,0,1,1,100.0%,14,14.0,0,14,14.0,0.3,4.7,1
2018,Jonathan Williams,NOR,24,,3,0,1,1,100.0%,1,1.0,0,1,1.0,0.3,0.3,0
2018,Kyle Williams,BUF,35,dt/LDT/rdt,16,16,1,1,100.0%,9,9.0,0,9,9.0,0.1,0.6,0
2018,Russell Wilson,SEA,30,QB,16,16,1,1,100.0%,-11,-11.0,0,-11,-11.0,0.1,-0.7,10
2018,Brandon Zylstra,MIN,25,,16,0,2,1,50.0%,23,23.0,0,23,11.5,0.1,1.4,0
